id,booking_status_pred,Prob
49712,0,0.15853862
49713,0,0.11356356
49714,0,0.20117533
49715,0,0.38788116
49716,1,0.52162415
49717,0,0.2602348
49718,0,0.4573914
49719,1,0.6172313
49720,0,0.20001459
49721,0,0.13817832
49722,1,0.95136666
49723,0,0.33254397
49724,0,0.05226106
49725,1,0.67043215
49726,0,0.24862228
49727,0,0.059005447
49728,1,0.7301412
49729,1,0.95121795
49730,1,0.7101758
49731,1,0.85146785
49732,1,0.55071175
49733,0,0.47353792
49734,1,0.7570722
49735,0,0.22098194
49736,1,0.73756474
49737,0,0.11890211
49738,1,0.60124576
49739,0,0.045169443
49740,0,0.0683743
49741,0,0.10224884
49742,0,0.022170536
49743,1,0.8151774
49744,1,0.5053982
49745,0,0.48170367
49746,0,0.1321617
49747,1,0.7617107
49748,1,0.8127473
49749,0,0.16048962
49750,0,0.29618916
49751,0,0.14717016
49752,0,0.1451594
49753,0,0.0016748297
49754,1,0.9331685
49755,0,0.23752128
49756,0,0.16853558
49757,1,0.9746231
49758,0,0.1764068
49759,1,0.7904705
49760,1,0.6441846
49761,0,0.13634829
49762,0,0.37736636
49763,0,0.26370543
49764,1,0.9793534
49765,1,0.52946275
49766,1,0.68814385
49767,0,0.21810631
49768,1,0.8394384
49769,1,0.54936147
49770,1,0.93437785
49771,0,0.18031202
49772,0,0.15326603
49773,0,0.03513728
49774,0,0.11210055
49775,0,0.31318447
49776,0,6.2944755e-06
49777,0,0.042763676
49778,0,0.33062366
49779,0,0.30881667
49780,1,0.8699494
49781,0,0.039748132
49782,0,0.19410916
49783,1,0.9708546
49784,0,0.40525675
49785,0,0.46787727
49786,1,0.6018849
49787,1,0.7305075
49788,0,0.12537576
49789,0,0.24896485
49790,1,0.8442007
49791,0,0.2585472
49792,0,0.1543184
49793,1,0.8073597
49794,1,0.5611891
49795,0,0.07865264
49796,0,0.49407864
49797,1,0.9277953
49798,1,0.54900914
49799,0,0.009904645
49800,0,0.4665157
49801,1,0.84657824
49802,0,2.7932974e-05
49803,0,0.060008306
49804,1,0.5180899
49805,0,0.037778016
49806,0,0.20498602
49807,1,0.8212175
49808,1,0.96123725
49809,0,0.38745922
49810,0,0.24367522
49811,1,0.9631186
49812,1,0.61348397
49813,1,0.9330343
49814,0,0.22585273
49815,0,0.427856
49816,1,0.5046964
49817,0,0.02150874
49818,1,0.9546411
49819,1,0.79506063
49820,0,0.24028699
49821,1,0.7918309
49822,1,0.9158758
49823,1,0.9487722
49824,0,0.0018351951
49825,0,0.31667823
49826,0,0.04428836
49827,0,0.16728574
49828,0,0.17072886
49829,1,0.5329608
49830,1,0.5141443
49831,1,0.5277621
49832,1,0.542992
49833,1,0.51133966
49834,0,0.35831025
49835,1,0.5333203
49836,0,0.010878844
49837,0,6.408909e-05
49838,0,0.21951227
49839,0,0.25504827
49840,0,0.044325102
49841,0,0.10336299
49842,0,0.08346452
49843,0,0.20111589
49844,0,0.17686507
49845,0,0.2861212
49846,0,0.4045109
49847,1,0.9662582
49848,1,0.9542875
49849,1,0.7336643
49850,0,0.19578871
49851,1,0.82922035
49852,0,0.023097882
49853,0,0.05457698
49854,1,0.64171034
49855,0,0.091668606
49856,0,0.26356894
49857,0,0.36411664
49858,0,0.38092163
49859,1,0.9378128
49860,1,0.6737212
49861,0,0.108978845
49862,0,0.34349096
49863,1,0.778692
49864,0,0.051309057
49865,0,0.057114962
49866,1,0.8583597
49867,0,0.14671125
49868,1,0.9388132
49869,0,0.060848698
49870,1,0.75267833
49871,0,0.06518842
49872,1,0.78433776
49873,0,0.018254697
49874,0,0.33958763
49875,1,0.9050536
49876,1,0.6165773
49877,1,0.7800752
49878,1,0.73401237
49879,0,0.08819837
49880,0,0.23611182
49881,0,0.25421044
49882,0,0.03623331
49883,0,0.25600746
49884,0,0.18832153
49885,1,0.8322126
49886,0,0.20256396
49887,0,0.17467795
49888,0,0.0264212
49889,0,0.08569288
49890,1,0.8721987
49891,1,0.64674973
49892,0,0.0038520393
49893,1,0.9499588
49894,0,0.13663496
49895,1,0.98175067
49896,0,0.058178242
49897,0,0.24822667
49898,1,0.82225657
49899,0,0.38594642
49900,1,0.87300724
49901,1,0.8005896
49902,0,0.45935217
49903,0,0.26937214
49904,0,0.015741484
49905,1,0.92655116
49906,0,0.1540558
49907,0,0.11522176
49908,1,0.7761418
49909,0,0.1758558
49910,1,0.75189865
49911,0,0.06590984
49912,0,0.099445276
49913,0,0.29874685
49914,0,0.00029563054
49915,0,0.19855103
49916,1,0.57037747
49917,1,0.8314863
49918,0,0.47428873
49919,0,0.06104763
49920,0,0.14014643
49921,0,0.00036879192
49922,0,0.00021937802
49923,0,0.1266175
49924,0,0.23561268
49925,1,0.5074042
49926,0,0.22165182
49927,1,0.9263845
49928,1,0.78257865
49929,0,0.062023457
49930,1,0.60195947
49931,0,0.1115818
49932,0,0.19108766
49933,0,0.28260535
49934,0,0.029682249
49935,1,0.9003243
49936,1,0.8651093
49937,0,0.47953755
49938,0,0.35750306
49939,0,0.270191
49940,0,0.43243214
49941,0,0.22597204
49942,0,0.33170348
49943,1,0.78239113
49944,1,0.6411066
49945,0,0.010461886
49946,0,0.17871927
49947,1,0.9127871
49948,1,0.67886776
49949,0,0.05199945
49950,0,0.42312112
49951,1,0.59888226
49952,0,0.0366432
49953,0,0.0011179785
49954,0,0.2068166
49955,0,0.085678495
49956,0,0.09163275
49957,0,0.050749727
49958,1,0.7983135
49959,0,0.14193995
49960,1,0.93161553
49961,0,0.076920845
49962,1,0.64617217
49963,0,0.37120685
49964,0,0.3078517
49965,0,0.021707483
49966,0,0.058485083
49967,1,0.7174887
49968,1,0.75648403
49969,0,0.25203672
49970,0,0.028341807
49971,0,0.33911288
49972,0,0.12543008
49973,0,0.059991818
49974,0,0.1029511
49975,1,0.69159514
49976,0,0.0457795
49977,1,0.7538004
49978,0,0.07062665
49979,0,0.038444504
49980,1,0.7095844
49981,0,0.01723638
49982,0,0.03512648
49983,1,0.72996205
49984,0,0.4168966
49985,1,0.6764698
49986,0,0.47995296
49987,1,0.5168695
49988,0,0.36220357
49989,0,0.050406907
49990,1,0.9672527
49991,1,0.8621412
49992,0,0.016006323
49993,0,0.28217998
49994,1,0.9184432
49995,1,0.8196747
49996,1,0.5019703
49997,1,0.50011593
49998,1,0.6682206
49999,0,0.3773099
50000,1,0.7397638
50001,1,0.74231905
50002,1,0.54987055
50003,1,0.78370214
50004,0,0.2725211
50005,1,0.7008184
50006,0,0.03750214
50007,0,0.25447685
50008,1,0.8921552
50009,1,0.93219185
50010,0,0.03382804
50011,1,0.6219032
50012,0,0.00048949005
50013,0,0.23908077
50014,0,0.20760977
50015,0,0.2496772
50016,1,0.7269325
50017,0,8.016903e-08
50018,0,0.14761683
50019,0,0.046941333
50020,0,0.13008128
50021,0,0.3950006
50022,0,0.22434238
50023,0,0.33874986
50024,1,0.79488665
50025,1,0.6068009
50026,0,0.4264139
50027,1,0.95700717
50028,1,0.8699594
50029,0,0.16438827
50030,0,0.20925476
50031,0,0.011774003
50032,1,0.80190283
50033,1,0.87027144
50034,1,0.7909512
50035,0,0.3117847
50036,0,0.18708088
50037,1,0.7268002
50038,0,0.36530167
50039,0,0.42686144
50040,0,0.37628794
50041,0,0.26327056
50042,1,0.79559034
50043,0,0.4342315
50044,0,0.024463434
50045,0,0.16680174
50046,1,0.82475257
50047,1,0.7768492
50048,0,0.021396637
50049,0,0.31127974
50050,1,0.6403103
50051,0,0.4001027
50052,1,0.54393214
50053,1,0.94997233
50054,1,0.70952207
50055,1,0.9505838
50056,0,0.042455852
50057,0,0.34354463
50058,0,0.43123782
50059,0,0.4554426
50060,0,0.13097002
50061,0,0.0035109308
50062,0,0.052443925
50063,0,0.14062776
50064,0,0.0016222749
50065,1,0.81641877
50066,1,0.95913464
50067,0,0.38243258
50068,0,1.3171005e-07
50069,1,0.50587934
50070,1,0.91548336
50071,0,0.21326943
50072,1,0.95449775
50073,1,0.647
50074,0,0.06653705
50075,0,0.020256687
50076,1,0.8586207
50077,1,0.79822195
50078,1,0.9474458
50079,0,0.38653976
50080,0,0.29446468
50081,0,0.1356232
50082,0,0.0579665
50083,1,0.52222985
50084,0,0.07619605
50085,0,0.09949871
50086,0,0.026481505
50087,0,0.43099144
50088,0,0.011018251
50089,0,0.07143188
50090,0,0.37510812
50091,0,1.2354871e-05
50092,0,0.3107724
50093,0,0.19488224
50094,0,0.0017409887
50095,1,0.64828205
50096,0,0.3119858
50097,0,0.35796204
50098,1,0.9702185
50099,0,0.29181185
50100,0,0.12000139
50101,1,0.914078
50102,0,0.051250223
50103,1,0.68031234
50104,1,0.5851245
50105,0,0.31024033
50106,0,0.19848076
50107,0,0.42103136
50108,0,0.40672565
50109,1,0.7827492
50110,1,0.78735
50111,0,0.068441
50112,0,0.095431745
50113,0,0.41866666
50114,1,0.5256772
50115,1,0.8025864
50116,1,0.7629321
50117,0,0.054444443
50118,0,0.27142066
50119,0,0.3281245
50120,0,0.18311775
50121,1,0.5731489
50122,0,0.018575637
50123,1,0.8875743
50124,0,0.012139265
50125,1,0.7834535
50126,0,0.085949704
50127,0,7.1622876e-06
50128,1,0.9430268
50129,0,0.10532429
50130,0,0.45422798
50131,0,0.12761942
50132,0,0.40161124
50133,1,0.8388197
50134,0,0.03943414
50135,0,0.41619736
50136,1,0.9417321
50137,0,0.19756167
50138,0,0.10111541
50139,0,0.4616777
50140,1,0.9615522
50141,0,0.3522735
50142,0,0.1818437
50143,0,0.06971547
50144,1,0.640529
50145,0,0.14184758
50146,1,0.6253951
50147,1,0.8269775
50148,0,0.15891394
50149,0,0.02633484
50150,0,0.38431752
50151,1,0.8555206
50152,0,0.2453038
50153,0,0.0896013
50154,0,0.41623667
50155,0,0.1883243
50156,1,0.8370099
50157,1,0.9194304
50158,0,0.124182634
50159,0,0.032939848
50160,0,0.036045913
50161,0,0.10678685
50162,0,0.28331035
50163,1,0.85146266
50164,0,0.077678
50165,0,0.41337284
50166,1,0.87635064
50167,1,0.5185313
50168,0,0.017888285
50169,0,0.21199909
50170,0,0.080652624
50171,0,0.17644787
50172,0,0.11979144
50173,0,0.12052997
50174,1,0.9338481
50175,0,0.1463008
50176,0,0.012311167
50177,0,0.37127632
50178,0,0.38448802
50179,1,0.61944234
50180,0,0.2216199
50181,0,0.22271879
50182,0,0.08355396
50183,1,0.8360012
50184,1,0.58548826
50185,1,0.5973584
50186,0,0.37328893
50187,1,0.7821234
50188,0,0.12469379
50189,0,2.7008741e-16
50190,0,0.09071554
50191,1,0.5968139
50192,1,0.7311609
50193,0,0.13737044
50194,0,0.27704436
50195,0,0.4577155
50196,1,0.74844944
50197,1,0.80086535
50198,0,0.2422439
50199,1,0.7772987
50200,0,0.05442388
50201,1,0.7377017
50202,1,0.66023564
50203,0,0.4028411
50204,0,0.3670188
50205,0,0.03484392
50206,1,0.8270095
50207,1,0.8784605
50208,0,0.13027698
50209,0,0.42046174
50210,0,0.3762815
50211,0,0.28049934
50212,0,0.18223144
50213,0,0.16659774
50214,0,0.05085709
50215,1,0.902813
50216,0,0.25929064
50217,0,0.35878387
50218,0,0.4014115
50219,0,0.38586223
50220,1,0.75048125
50221,0,0.2755829
50222,1,0.63133633
50223,0,0.41929698
50224,1,0.75725096
50225,0,0.10826245
50226,0,0.26634818
50227,0,0.238059
50228,0,0.4430568
50229,0,0.4494392
50230,0,0.23239458
50231,0,3.808058e-09
50232,1,0.8604003
50233,1,0.9166741
50234,0,0.29907522
50235,1,0.8129713
50236,0,0.0937088
50237,1,0.9474653
50238,0,0.121171206
50239,0,0.18123342
50240,0,0.09531994
50241,1,0.93515134
50242,1,0.7464917
50243,1,0.86220795
50244,0,0.07496203
50245,1,0.5876518
50246,1,0.86172163
50247,0,0.36339232
50248,1,0.9739683
50249,0,0.119813174
50250,1,0.74960274
50251,1,0.7009711
50252,0,0.036642555
50253,0,0.028515603
50254,1,0.5197774
50255,0,0.35600397
50256,0,0.42785934
50257,0,0.22525571
50258,1,0.9280222
50259,0,0.39104173
50260,0,0.31854895
50261,0,0.18935843
50262,1,0.8257026
50263,0,0.086075924
50264,0,0.4312311
50265,0,0.15981497
50266,0,0.06416423
50267,1,0.95621395
50268,0,0.004151425
50269,0,0.2028447
50270,0,0.26739335
50271,0,0.26575917
50272,0,0.45730722
50273,1,0.9336064
50274,0,0.36633417
50275,1,0.9109527
50276,1,0.7342693
50277,0,0.37939417
50278,0,0.04860087
50279,0,0.2700887
50280,0,0.078546934
50281,0,0.0064899237
50282,0,0.40085322
50283,1,0.8133183
50284,0,0.13078299
50285,0,0.41024595
50286,0,0.26220575
50287,0,0.33938307
50288,1,0.79345477
50289,0,0.10718214
50290,0,0.4230016
50291,0,0.21567397
50292,1,0.5522533
50293,0,0.14864284
50294,0,0.061309315
50295,0,0.09109985
50296,1,0.6530708
50297,0,0.4645801
50298,1,0.64053255
50299,1,0.7432281
50300,1,0.5228516
50301,1,0.6845644
50302,0,0.23117015
50303,1,0.85090786
50304,0,0.29211462
50305,1,0.75532615
50306,1,0.7072193
50307,0,0.12113924
50308,0,0.2804484
50309,0,0.4830838
50310,0,0.42078212
50311,0,0.13926062
50312,1,0.6764466
50313,1,0.8301056
50314,1,0.7835971
50315,0,0.0420279
50316,0,0.32923207
50317,0,0.13102819
50318,0,0.095891505
50319,0,0.20362784
50320,0,0.20197985
50321,0,0.17227893
50322,0,0.010791046
50323,0,0.36965185
50324,0,0.14027542
50325,0,0.35923526
50326,0,0.09412449
50327,1,0.5075519
50328,0,0.12949313
50329,1,0.5814074
50330,1,0.95707566
50331,0,0.4900728
50332,1,0.9575452
50333,0,0.004181426
50334,1,0.8141994
50335,0,0.06747878
50336,0,0.4289309
50337,1,0.80148894
50338,0,0.36397207
50339,1,0.95134425
50340,0,0.18206902
50341,1,0.7278537
50342,0,0.06379517
50343,0,0.3278808
50344,0,0.068972245
50345,0,0.028510362
50346,0,0.33496377
50347,0,0.011265325
50348,0,0.040268596
50349,1,0.65510625
50350,0,0.26507455
50351,0,0.393756
50352,0,0.32646382
50353,0,0.19496745
50354,0,0.13659799
50355,0,0.27488655
50356,0,0.16501981
50357,1,0.64972305
50358,1,0.8624101
50359,1,0.70273334
50360,0,0.26635343
50361,1,0.6939374
50362,0,0.21400648
50363,0,0.39477888
50364,0,0.269929
50365,1,0.6910183
50366,0,0.26178694
50367,0,0.19002213
50368,1,0.67159
50369,0,0.08922084
50370,0,0.17378299
50371,0,0.044633657
50372,0,0.22498003
50373,1,0.5343673
50374,0,0.0044814674
50375,1,0.793444
50376,1,0.50901556
50377,0,0.300644
50378,0,0.40793353
50379,0,0.30802378
50380,0,0.043431066
50381,1,0.826894
50382,1,0.8004001
50383,0,0.19725876
50384,1,0.9500372
50385,1,0.70996803
50386,1,0.9491726
50387,1,0.6639416
50388,1,0.9633899
50389,0,0.39653137
50390,0,0.019642347
50391,0,0.06710887
50392,0,0.10685914
50393,1,0.68759704
50394,1,0.85997903
50395,0,0.40003484
50396,0,0.20843062
50397,0,0.4765376
50398,0,0.27057254
50399,0,0.29607126
50400,0,0.0949844
50401,0,5.890043e-20
50402,0,0.12089901
50403,0,0.15172952
50404,0,0.056790397
50405,0,0.21432215
50406,0,0.42060363
50407,0,0.34793422
50408,0,0.09404653
50409,0,0.3706167
50410,1,0.778137
50411,0,0.258306
50412,1,0.50101376
50413,1,0.92790425
50414,0,0.07892464
50415,1,0.8011725
50416,1,0.8668964
50417,0,0.057493407
50418,0,0.00080562365
50419,0,0.23582047
50420,0,0.05357807
50421,1,0.94081825
50422,0,0.47329617
50423,0,0.16560566
50424,1,0.8170638
50425,1,0.7948017
50426,0,0.15127532
50427,0,0.1403871
50428,0,0.19751757
50429,0,0.10910095
50430,1,0.52281994
50431,0,0.4775642
50432,1,0.6430902
50433,1,0.8652533
50434,0,0.3282422
50435,1,0.5608495
50436,1,0.91421187
50437,0,0.32223046
50438,0,0.23111238
50439,0,0.2550105
50440,1,0.64092004
50441,0,0.29849204
50442,0,0.0019114619
50443,1,0.68895435
50444,1,0.95078766
50445,0,0.4635605
50446,0,0.30732223
50447,0,0.03052008
50448,0,0.010352199
50449,1,0.63374853
50450,0,8.244583e-06
50451,0,0.16912809
50452,0,0.3889597
50453,1,0.74870455
50454,0,0.2211753
50455,1,0.95408314
50456,0,0.45370772
50457,0,0.04466384
50458,1,0.9525722
50459,0,0.21186076
50460,0,0.437272
50461,0,0.118392415
50462,1,0.65528804
50463,1,0.8143055
50464,0,0.4210785
50465,0,0.019389026
50466,0,0.074367344
50467,0,0.33053294
50468,0,0.095104106
50469,0,0.05253437
50470,0,0.0037484786
50471,0,0.08003194
50472,0,0.045023486
50473,0,0.0016380504
50474,1,0.8066533
50475,0,0.13618919
50476,0,0.07010676
50477,0,0.07655935
50478,0,0.21689922
50479,1,0.9008776
50480,1,0.8885083
50481,0,0.21509434
50482,1,0.94322896
50483,0,0.36002105
50484,1,0.74528813
50485,0,0.18547149
50486,1,0.5215469
50487,0,0.17708926
50488,0,0.22994283
50489,0,0.1274317
50490,0,0.08195661
50491,1,0.8049259
50492,1,0.7863399
50493,1,0.73911846
50494,1,0.5083727
50495,0,0.27859312
50496,1,0.68301153
50497,1,0.8435466
50498,1,0.7769408
50499,1,0.7867239
50500,1,0.6569254
50501,0,0.22127403
50502,0,0.39505452
50503,1,0.67954403
50504,1,0.7584095
50505,0,0.18510598
50506,0,0.46238738
50507,1,0.50068486
50508,0,0.30774763
50509,0,0.002778489
50510,0,0.22932296
50511,1,0.7308582
50512,0,0.17536125
50513,1,0.8134311
50514,0,0.07061059
50515,0,0.27474886
50516,1,0.869221
50517,0,0.27653936
50518,0,0.359457
50519,1,0.8203042
50520,1,0.52991384
50521,1,0.9037759
50522,1,0.83912694
50523,1,0.7297821
50524,0,0.12943852
50525,0,0.029363818
50526,0,0.20860285
50527,0,0.06403305
50528,1,0.5334852
50529,1,0.64303416
50530,0,0.27241278
50531,0,0.068675764
50532,0,0.42326418
50533,1,0.8342384
50534,1,0.7875164
50535,0,0.26746923
50536,0,0.29935414
50537,0,0.10395502
50538,0,0.3327955
50539,0,0.24044684
50540,1,0.611869
50541,1,0.7815618
50542,0,0.47421926
50543,0,0.013179333
50544,0,0.11286453
50545,0,0.2021144
50546,1,0.7357915
50547,1,0.77049327
50548,0,0.41046393
50549,0,0.27325156
50550,1,0.8371285
50551,1,0.78573
50552,1,0.57284623
50553,1,0.58475566
50554,0,0.24419823
50555,1,0.56491274
50556,0,0.21761358
50557,1,0.8586244
50558,1,0.58913714
50559,0,0.18791911
50560,0,0.23143688
50561,0,0.34752074
50562,0,0.46093506
50563,1,0.7920807
50564,0,0.019717285
50565,1,0.91731846
50566,0,0.024367223
50567,0,0.09296225
50568,1,0.51798743
50569,1,0.93430144
50570,0,0.101756364
50571,1,0.64038223
50572,0,0.052821394
50573,0,0.19860344
50574,1,0.64504135
50575,1,0.6567121
50576,0,0.34090617
50577,0,0.031123236
50578,1,0.8099975
50579,0,0.17244285
50580,0,0.2874904
50581,1,0.81413335
50582,0,0.056488864
50583,1,0.7381411
50584,0,0.025175262
50585,0,2.6049529e-05
50586,0,0.32906938
50587,1,0.78770894
50588,1,0.96796846
50589,1,0.6941154
50590,0,0.32835716
50591,0,0.4055622
50592,0,0.3089847
50593,0,0.3795319
50594,0,0.21159482
50595,0,0.014359184
50596,1,0.5452392
50597,0,0.23161638
50598,0,0.39660648
50599,0,0.05175279
50600,0,0.35201854
50601,0,0.097910605
50602,0,0.032119617
50603,1,0.8178197
50604,1,0.78016937
50605,0,0.05954694
50606,1,0.7507165
50607,0,0.18699467
50608,1,0.5836358
50609,1,0.7394182
50610,1,0.8224326
50611,0,0.06721498
50612,1,0.7270036
50613,0,0.38950485
50614,1,0.8334943
50615,0,0.38619664
50616,0,0.3588129
50617,0,0.011787243
50618,0,0.14654727
50619,0,0.0005482845
50620,1,0.80678856
50621,0,0.12668851
50622,0,0.11142113
50623,0,0.052724
50624,0,0.44104305
50625,0,0.38437325
50626,1,0.821247
50627,1,0.51068485
50628,0,0.40284654
50629,1,0.7319561
50630,0,0.40047348
50631,0,0.16249403
50632,1,0.5224841
50633,0,0.027586844
50634,0,0.10667382
50635,0,0.37825128
50636,1,0.9776624
50637,0,0.06133619
50638,0,0.20476264
50639,0,0.35925767
50640,1,0.9129749
50641,0,0.22645386
50642,0,0.14301583
50643,1,0.63619804
50644,1,0.86630243
50645,1,0.6634009
50646,0,0.051601835
50647,0,0.09714244
50648,0,0.18842365
50649,1,0.68928283
50650,0,0.058413576
50651,1,0.8572271
50652,0,0.30420145
50653,1,0.7200033
50654,1,0.52318764
50655,1,0.8911124
50656,0,0.023508184
50657,1,0.5541462
50658,0,0.07036128
50659,0,0.060313944
50660,0,0.2581249
50661,1,0.8470183
50662,0,0.08490782
50663,0,0.205015
50664,0,0.4122086
50665,0,0.23299508
50666,0,0.15149736
50667,0,0.07743371
50668,0,0.4639731
50669,1,0.5330359
50670,0,0.2459276
50671,0,0.22729975
50672,0,0.2355021
50673,0,0.18693767
50674,0,0.3930469
50675,0,0.02688159
50676,0,0.13390955
50677,0,0.21207115
50678,0,0.2811865
50679,1,0.9266243
50680,1,0.80939436
50681,1,0.97351056
50682,0,0.060701426
50683,1,0.80385983
50684,0,0.011631892
50685,1,0.7696522
50686,0,0.4026725
50687,1,0.78180164
50688,1,0.5015658
50689,0,0.2174468
50690,0,0.11304976
50691,0,0.17622167
50692,0,0.22925065
50693,0,0.41941205
50694,0,0.19679734
50695,0,0.2290325
50696,0,0.2868395
50697,1,0.7334086
50698,1,0.799526
50699,0,0.30570143
50700,0,0.064371645
50701,1,0.8151017
50702,0,0.21701066
50703,1,0.58121586
50704,0,0.041962255
50705,1,0.51142246
50706,0,0.4424402
50707,0,0.010959454
50708,1,0.83135015
50709,1,0.6561847
50710,1,0.9341898
50711,0,0.1402106
50712,0,0.4241687
50713,1,0.76180094
50714,1,0.8192945
50715,0,0.21597965
50716,1,0.58629656
50717,0,0.3513007
50718,0,0.16154239
50719,1,0.86709785
50720,1,0.7857911
50721,0,0.26386416
50722,0,0.1309485
50723,1,0.81368905
50724,0,0.32484674
50725,0,0.35894588
50726,1,0.7406165
50727,1,0.61817664
50728,1,0.7328429
50729,1,0.9585665
50730,1,0.71218127
50731,0,0.023928266
50732,0,0.38250977
50733,1,0.83033717
50734,0,0.015228859
50735,1,0.64030635
50736,0,0.44550297
50737,0,0.104736455
50738,0,0.4616732
50739,1,0.9906559
50740,0,0.21565852
50741,0,0.20795034
50742,0,0.23320827
50743,1,0.58505315
50744,0,0.23730169
50745,0,0.028768664
50746,0,0.2535187
50747,0,0.14732893
50748,0,0.34824783
50749,0,0.27993232
50750,0,0.122615606
50751,1,0.7136938
50752,1,0.69522905
50753,0,0.086127736
50754,0,0.23577146
50755,1,0.6210505
50756,1,0.60275906
50757,1,0.8149214
50758,0,0.07301092
50759,0,0.39075345
50760,0,0.29212567
50761,0,0.13348709
50762,0,2.2570282e-22
50763,0,0.14054166
50764,0,0.081601135
50765,1,0.91005117
50766,0,0.39643613
50767,0,0.0021081564
50768,0,0.33893356
50769,0,0.024878558
50770,0,0.29824024
50771,0,0.111199066
50772,0,0.04608769
50773,0,0.049386416
50774,0,0.1622234
50775,0,4.9252985e-06
50776,0,2.3701482e-06
50777,0,0.4315273
50778,1,0.90796596
50779,0,0.37979358
50780,0,0.071768634
50781,1,0.7448079
50782,0,0.18100832
50783,0,0.11303684
50784,0,0.020857926
50785,0,0.26134318
50786,0,0.4301646
50787,1,0.98932815
50788,1,0.5860376
50789,0,0.1929161
50790,1,0.8490104
50791,0,0.13988794
50792,0,0.26530108
50793,0,0.1448282
50794,1,0.75257444
50795,0,0.39944535
50796,1,0.82100415
50797,0,0.11518342
50798,0,0.17150246
50799,0,0.07709562
50800,0,0.12968065
50801,1,0.8205378
50802,0,0.17762215
50803,0,0.22310646
50804,1,0.7586574
50805,0,0.17141281
50806,0,0.18270168
50807,0,0.39467698
50808,0,0.49088678
50809,0,0.13390511
50810,0,0.013055557
50811,0,0.003130284
50812,1,0.6553224
50813,0,0.23217127
50814,1,0.9394768
50815,0,0.01719202
50816,0,0.12584977
50817,1,0.9717451
50818,0,0.20981374
50819,0,0.22494365
50820,1,0.5759676
50821,1,0.95760524
50822,0,0.17466183
50823,0,0.09323075
50824,1,0.8885692
50825,1,0.57858145
50826,0,0.08663233
50827,0,0.49922433
50828,0,0.43068656
50829,0,0.06674199
50830,0,0.072118714
50831,0,0.0019822686
50832,0,0.28507462
50833,0,0.23483725
50834,0,0.10819234
50835,1,0.9107665
50836,0,0.40200657
50837,1,0.77746457
50838,0,0.07022865
50839,0,0.47172496
50840,1,0.74319845
50841,1,0.7420713
50842,0,0.09304026
50843,1,0.9490225
50844,0,6.5070032e-15
50845,0,0.27861115
50846,0,0.09110862
50847,0,0.30282074
50848,0,0.3335104
50849,1,0.5079915
50850,0,0.091998994
50851,1,0.7916942
50852,0,0.13035601
50853,0,0.3019575
50854,0,0.060286026
50855,1,0.9515457
50856,0,0.07130263
50857,1,0.81947154
50858,0,0.05061806
50859,0,0.44587478
50860,1,0.8255221
50861,1,0.51904976
50862,0,0.009017092
50863,0,0.4070167
50864,1,0.5768715
50865,0,0.21608977
50866,1,0.8312458
50867,1,0.56055737
50868,1,0.8002241
50869,1,0.82797456
50870,0,0.3799781
50871,1,0.69721097
50872,1,0.52073014
50873,1,0.6070739
50874,0,0.18438098
50875,0,0.33484703
50876,0,0.20628475
50877,1,0.72890663
50878,0,0.19506072
50879,0,0.20710464
50880,1,0.88593024
50881,1,0.61009496
50882,1,0.7994274
50883,0,0.38332576
50884,0,0.41289002
50885,0,0.16454388
50886,0,0.3560332
50887,1,0.7081549
50888,1,0.85812026
50889,0,1.3893843e-16
50890,0,0.053465314
50891,1,0.83134747
50892,1,0.9143067
50893,0,0.46577805
50894,0,0.031723984
50895,0,0.36002192
50896,1,0.5443376
50897,1,0.74915725
50898,0,0.05641285
50899,0,0.004176703
50900,0,0.28814918
50901,0,0.2754487
50902,0,0.31719887
50903,1,0.6811577
50904,0,0.41126582
50905,0,0.0832505
50906,1,0.8917131
50907,0,0.18598725
50908,0,0.40953285
50909,0,0.47604063
50910,0,3.3661956e-07
50911,1,0.95337164
50912,1,0.8211964
50913,0,0.17242546
50914,1,0.7489159
50915,0,0.036647927
50916,1,0.8707167
50917,1,0.7311328
50918,1,0.6866834
50919,0,5.1944935e-05
50920,0,0.34003088
50921,0,0.25675163
50922,0,0.25393167
50923,0,0.16845289
50924,0,0.28451985
50925,1,0.63915426
50926,0,0.24887936
50927,1,0.94911903
50928,0,0.24206276
50929,0,0.29359025
50930,0,0.11148981
50931,1,0.8705148
50932,0,0.33298108
50933,0,0.08360473
50934,1,0.55888957
50935,0,0.13205856
50936,1,0.97385883
50937,0,0.070336394
50938,0,0.18451646
50939,1,0.9263692
50940,1,0.851516
50941,0,1.2131482e-05
50942,1,0.52064747
50943,0,0.16162091
50944,0,0.13816245
50945,0,0.07579426
50946,0,0.18526979
50947,0,0.23674232
50948,0,0.04496382
50949,0,0.10966676
50950,1,0.6372096
50951,0,0.20072162
50952,0,0.42152104
50953,0,0.023884641
50954,0,0.06463431
50955,1,0.74930465
50956,0,0.13071445
50957,0,0.22111906
50958,1,0.7778095
50959,0,0.29222324
50960,0,0.35901594
50961,1,0.76611394
50962,0,0.47139615
50963,0,0.14677003
50964,0,0.25581494
50965,0,0.30315307
50966,0,0.005692602
50967,0,0.11060808
50968,0,0.19785061
50969,0,0.17124467
50970,0,0.022803327
50971,0,0.24784207
50972,0,0.0025879017
50973,1,0.74810064
50974,1,0.53982395
50975,0,0.4027975
50976,0,0.09384019
50977,0,0.021475917
50978,0,0.001903418
